,market,time_kst,open,high,low,close,volume_krw,volume_market
2607,KRW-BTC,2021-07-18T19:00:00,37441000.0,37458000.0,37296000.0,37366000.0,4892416514.87298,131.002133
2608,KRW-BTC,2021-07-18T20:00:00,37340000.0,37505000.0,37340000.0,37496000.0,3468478827.66336,92.60654869
2609,KRW-BTC,2021-07-18T21:00:00,37495000.0,37572000.0,37405000.0,37487000.0,3044882208.12225,81.24601766
2610,KRW-BTC,2021-07-18T22:00:00,37485000.0,37492000.0,37367000.0,37451000.0,3439375912.41512,91.92183167
2611,KRW-BTC,2021-07-18T23:00:00,37447000.0,37477000.0,37000000.0,37054000.0,10905802089.96791,293.40875905
2612,KRW-BTC,2021-07-19T00:00:00,37053000.0,37213000.0,37023000.0,37126000.0,5416667008.70125,145.84024395
2613,KRW-BTC,2021-07-19T01:00:00,37126000.0,37298000.0,37080000.0,37252000.0,2850396263.26227,76.67651319
2614,KRW-BTC,2021-07-19T02:00:00,37251000.0,37499000.0,37201000.0,37410000.0,2112946116.21832,56.57718532
2615,KRW-BTC,2021-07-19T03:00:00,37401000.0,37474000.0,37355000.0,37367000.0,1072260985.5892,28.66064067
2616,KRW-BTC,2021-07-19T04:00:00,37362000.0,37498000.0,37362000.0,37466000.0,756575022.83066,20.20309255
2617,KRW-BTC,2021-07-19T05:00:00,37466000.0,37567000.0,37438000.0,37526000.0,1567187605.87994,41.76943262
2618,KRW-BTC,2021-07-19T06:00:00,37505000.0,37684000.0,37373000.0,37663000.0,3696757450.96422,98.48134271
2619,KRW-BTC,2021-07-19T07:00:00,37669000.0,37750000.0,37280000.0,37486000.0,4714505409.83586,125.67096094
2620,KRW-BTC,2021-07-19T08:00:00,37432000.0,37680000.0,37321000.0,37663000.0,5221512402.10209,139.10449357
2621,KRW-BTC,2021-07-19T09:00:00,37663000.0,37704000.0,37342000.0,37462000.0,8071663742.1632,214.99486894
2622,KRW-BTC,2021-07-19T10:00:00,37435000.0,37466000.0,37277000.0,37425000.0,4861392936.98616,130.05378955
2623,KRW-BTC,2021-07-19T11:00:00,37426000.0,37499000.0,37295000.0,37297000.0,3266875435.74483,87.38891439
2624,KRW-BTC,2021-07-19T12:00:00,37295000.0,37378000.0,37210000.0,37304000.0,4080594369.71421,109.40971428
2625,KRW-BTC,2021-07-19T13:00:00,37304000.0,37600000.0,37299000.0,37557000.0,7490385874.06434,199.84260378
2626,KRW-BTC,2021-07-19T14:00:00,37556000.0,37663000.0,37451000.0,37547000.0,5711114571.49183,152.08465939
2627,KRW-BTC,2021-07-19T15:00:00,37560000.0,37644000.0,37501000.0,37584000.0,3421467468.239,91.07186066
2628,KRW-BTC,2021-07-19T16:00:00,37595000.0,37670000.0,37390000.0,37415000.0,5156751592.7813,137.36522391
2629,KRW-BTC,2021-07-19T17:00:00,37412000.0,37470000.0,37322000.0,37323000.0,3797408245.55371,101.5361906
2630,KRW-BTC,2021-07-19T18:00:00,37323000.0,37400000.0,37209000.0,37240000.0,6349673790.33862,170.32820685
2631,KRW-BTC,2021-07-19T19:00:00,37232000.0,37300000.0,37099000.0,37122000.0,7527705117.67975,202.48416975
2632,KRW-BTC,2021-07-19T20:00:00,37122000.0,37410000.0,37102000.0,37213000.0,6123109552.19953,164.36238055
2633,KRW-BTC,2021-07-19T21:00:00,37238000.0,37324000.0,36726000.0,36766000.0,25933099112.12603,702.15776649
2634,KRW-BTC,2021-07-19T22:00:00,36768000.0,36891000.0,36586000.0,36620000.0,20485946938.86598,557.98946285
2635,KRW-BTC,2021-07-19T23:00:00,36620000.0,36800000.0,36500000.0,36781000.0,13693486975.60944,373.73716484
2636,KRW-BTC,2021-07-20T00:00:00,36787000.0,36960000.0,36600000.0,36652000.0,6298849971.50335,171.20820987
2637,KRW-BTC,2021-07-20T01:00:00,36652000.0,36714000.0,36562000.0,36644000.0,3020087592.63936,82.4409084
2638,KRW-BTC,2021-07-20T02:00:00,36620000.0,36760000.0,36600000.0,36662000.0,1777348155.95388,48.47643194
2639,KRW-BTC,2021-07-20T03:00:00,36632000.0,36705000.0,36557000.0,36599000.0,1816064769.78498,49.57985843
2640,KRW-BTC,2021-07-20T04:00:00,36599000.0,36713000.0,36538000.0,36696000.0,2543358525.24614,69.45984405
2641,KRW-BTC,2021-07-20T05:00:00,36711000.0,36800000.0,36628000.0,36723000.0,3496619887.73445,95.23096905
2642,KRW-BTC,2021-07-20T06:00:00,36725000.0,36835000.0,36715000.0,36730000.0,3361727222.51418,91.41918997
2643,KRW-BTC,2021-07-20T07:00:00,36731000.0,36842000.0,36712000.0,36830000.0,3366431618.0471,91.48515681
2644,KRW-BTC,2021-07-20T08:00:00,36835000.0,36897000.0,36750000.0,36799000.0,4210794361.70088,114.38041137
2645,KRW-BTC,2021-07-20T09:00:00,36799000.0,36937000.0,36610000.0,36619000.0,8502540518.75469,231.27094769
2646,KRW-BTC,2021-07-20T10:00:00,36611000.0,36647000.0,36332000.0,36402000.0,15849637353.96752,434.7646485
2647,KRW-BTC,2021-07-20T11:00:00,36402000.0,36463000.0,35733000.0,35771000.0,27988273756.42124,776.9987285
2648,KRW-BTC,2021-07-20T12:00:00,35771000.0,35931000.0,35173000.0,35207000.0,36799673815.49242,1038.48467181
2649,KRW-BTC,2021-07-20T13:00:00,35210000.0,35690000.0,35193000.0,35415000.0,16253310736.70811,459.39178036
2650,KRW-BTC,2021-07-20T14:00:00,35414000.0,35620000.0,35328000.0,35371000.0,10434381644.56328,294.34175831
2651,KRW-BTC,2021-07-20T15:00:00,35371000.0,35461000.0,35250000.0,35341000.0,9273097796.7851,262.49797308
2652,KRW-BTC,2021-07-20T16:00:00,35341000.0,35550000.0,35341000.0,35462000.0,8932612638.022,251.79402122
2653,KRW-BTC,2021-07-20T17:00:00,35466000.0,35555000.0,35259000.0,35260000.0,8857716446.31069,250.16116
2654,KRW-BTC,2021-07-20T18:00:00,35260000.0,35391000.0,34876000.0,34907000.0,18741140222.90991,533.77299169
2655,KRW-BTC,2021-07-20T19:00:00,34909000.0,35350000.0,34820000.0,35345000.0,16063789955.64775,457.82963305
2656,KRW-BTC,2021-07-20T20:00:00,35345000.0,35400000.0,35153000.0,35269000.0,5817381681.80541,164.96836062
2657,KRW-BTC,2021-07-20T21:00:00,35267000.0,35326000.0,35180000.0,35276000.0,5378132225.73146,152.53828014
2658,KRW-BTC,2021-07-20T22:00:00,35276000.0,35315000.0,34977000.0,35055000.0,13370814871.03659,380.58894218
2659,KRW-BTC,2021-07-20T23:00:00,35054000.0,35311000.0,34880000.0,35263000.0,11269480338.01426,320.66510217
2660,KRW-BTC,2021-07-21T00:00:00,35263000.0,35512000.0,35246000.0,35408000.0,6837754550.84638,193.34377626
2661,KRW-BTC,2021-07-21T01:00:00,35429000.0,35499000.0,35186000.0,35186000.0,4220672176.29299,119.49699037
2662,KRW-BTC,2021-07-21T02:00:00,35188000.0,35234000.0,35074000.0,35180000.0,2502740792.4863,71.18635656
2663,KRW-BTC,2021-07-21T03:00:00,35182000.0,35350000.0,35182000.0,35335000.0,1071755439.87652,30.3786568
2664,KRW-BTC,2021-07-21T04:00:00,35349000.0,35426000.0,35264000.0,35305000.0,1687255313.11452,47.75095089
2665,KRW-BTC,2021-07-21T05:00:00,35317000.0,35490000.0,35300000.0,35401000.0,2529415821.04861,71.40185137
2666,KRW-BTC,2021-07-21T06:00:00,35408000.0,35414000.0,35138000.0,35219000.0,3100392606.92341,87.89964465
2667,KRW-BTC,2021-07-21T07:00:00,35219000.0,35278000.0,35000000.0,35037000.0,6169887014.31935,175.71156904
2668,KRW-BTC,2021-07-21T08:00:00,35069000.0,35397000.0,35027000.0,35305000.0,6754473018.00283,191.7461605
2669,KRW-BTC,2021-07-21T09:00:00,35339000.0,35458000.0,35003000.0,35022000.0,11098110753.91542,315.2557459
2670,KRW-BTC,2021-07-21T10:00:00,35022000.0,35296000.0,35000000.0,35264000.0,6205380791.11838,176.74075501
2671,KRW-BTC,2021-07-21T11:00:00,35273000.0,35400000.0,35153000.0,35329000.0,5871013581.1932,166.3452343
2672,KRW-BTC,2021-07-21T12:00:00,35329000.0,35418000.0,35290000.0,35297000.0,5011106269.50271,141.69586895
2673,KRW-BTC,2021-07-21T13:00:00,35300000.0,36290000.0,35290000.0,36186000.0,30194873220.09889,838.67850728
2674,KRW-BTC,2021-07-21T14:00:00,36186000.0,36439000.0,36051000.0,36269000.0,14266466030.2225,393.98727931
2675,KRW-BTC,2021-07-21T15:00:00,36265000.0,36525000.0,36196000.0,36520000.0,9247542999.72472,254.34882058
2676,KRW-BTC,2021-07-21T16:00:00,36519000.0,36550000.0,36339000.0,36421000.0,7252555117.34722,199.14045152
2677,KRW-BTC,2021-07-21T17:00:00,36421000.0,36485000.0,36312000.0,36440000.0,5624837255.19651,154.517544
2678,KRW-BTC,2021-07-21T18:00:00,36441000.0,37000000.0,36421000.0,36965000.0,10994261992.95062,299.92386786
2679,KRW-BTC,2021-07-21T19:00:00,36967000.0,37268000.0,36956000.0,37029000.0,18784291725.69192,506.33163158
2680,KRW-BTC,2021-07-21T20:00:00,37027000.0,37341000.0,37021000.0,37281000.0,8792399629.43146,236.55637478
2681,KRW-BTC,2021-07-21T21:00:00,37281000.0,37440000.0,37092000.0,37100000.0,9800747891.79971,263.13296917
2682,KRW-BTC,2021-07-21T22:00:00,37100000.0,37250000.0,37095000.0,37190000.0,7621499945.64458,204.95649955
2683,KRW-BTC,2021-07-21T23:00:00,37182000.0,37491000.0,37173000.0,37460000.0,13290559786.61664,355.70521504
2684,KRW-BTC,2021-07-22T00:00:00,37460000.0,37626000.0,37419000.0,37533000.0,11826004564.24462,315.20790069
2685,KRW-BTC,2021-07-22T01:00:00,37533000.0,37980000.0,37461000.0,37768000.0,14596362266.10796,386.60251668
2686,KRW-BTC,2021-07-22T02:00:00,37736000.0,37900000.0,37500000.0,37836000.0,6583551181.65746,174.66928696
2687,KRW-BTC,2021-07-22T03:00:00,37837000.0,38374000.0,37465000.0,37465000.0,16613705907.82093,438.05454988
2688,KRW-BTC,2021-07-22T04:00:00,37465000.0,37686000.0,37260000.0,37300000.0,8368173033.79688,223.4147817
2689,KRW-BTC,2021-07-22T05:00:00,37300000.0,37692000.0,37251000.0,37593000.0,4856752563.80826,129.90769319
2690,KRW-BTC,2021-07-22T06:00:00,37587000.0,37769000.0,37455000.0,37652000.0,5280245059.34238,140.42069206
2691,KRW-BTC,2021-07-22T07:00:00,37652000.0,37991000.0,37602000.0,37990000.0,9460391266.6112,249.74647583
2692,KRW-BTC,2021-07-22T08:00:00,37990000.0,38158000.0,37875000.0,38013000.0,11992477719.35962,315.59621086
2693,KRW-BTC,2021-07-22T09:00:00,38012000.0,38470000.0,37696000.0,37875000.0,26725615124.04157,700.53638115
2694,KRW-BTC,2021-07-22T10:00:00,37863000.0,38021000.0,37664000.0,37932000.0,11735083150.20886,310.10189751
2695,KRW-BTC,2021-07-22T11:00:00,37931000.0,37947000.0,37585000.0,37692000.0,7780457174.39675,206.28043702
2696,KRW-BTC,2021-07-22T12:00:00,37669000.0,37894000.0,37601000.0,37723000.0,5539438362.41536,146.71256109
2697,KRW-BTC,2021-07-22T13:00:00,37723000.0,38067000.0,37690000.0,37874000.0,7774355563.66708,205.08193408
2698,KRW-BTC,2021-07-22T14:00:00,37874000.0,38000000.0,37688000.0,37765000.0,5647003963.31518,149.37753281
2699,KRW-BTC,2021-07-22T15:00:00,37742000.0,37930000.0,37742000.0,37851000.0,4481561277.65124,118.39564061
2700,KRW-BTC,2021-07-22T16:00:00,37848000.0,38146000.0,37826000.0,37959000.0,7966115055.09751,209.62739327
2701,KRW-BTC,2021-07-22T17:00:00,37914000.0,38120000.0,37877000.0,37958000.0,5482627576.63449,144.24078812
2702,KRW-BTC,2021-07-22T18:00:00,37958000.0,37959000.0,37428000.0,37706000.0,11094698848.26363,294.24505199
2703,KRW-BTC,2021-07-22T19:00:00,37700000.0,37747000.0,37522000.0,37603000.0,5497451536.92072,145.98299517
2704,KRW-BTC,2021-07-22T20:00:00,37602000.0,37727000.0,37430000.0,37653000.0,5960555700.95964,158.64781813
2705,KRW-BTC,2021-07-22T21:00:00,37653000.0,37991000.0,37532000.0,37966000.0,6866660472.40087,181.79748748
2706,KRW-BTC,2021-07-22T22:00:00,37940000.0,38000000.0,37761000.0,37812000.0,5066001057.42521,133.77242909
2707,KRW-BTC,2021-07-22T23:00:00,37808000.0,38083000.0,37761000.0,38068000.0,7547810545.81985,198.82627016
2708,KRW-BTC,2021-07-23T00:00:00,38074000.0,38320000.0,38009000.0,38260000.0,8807151795.1667,230.86072436
2709,KRW-BTC,2021-07-23T01:00:00,38260000.0,38325000.0,37951000.0,38050000.0,6806777836.77281,178.81553378
2710,KRW-BTC,2021-07-23T02:00:00,38017000.0,38149000.0,37942000.0,38066000.0,3088093479.23624,81.15865383
2711,KRW-BTC,2021-07-23T03:00:00,38068000.0,38080000.0,37894000.0,37917000.0,2402296113.80093,63.28807934
2712,KRW-BTC,2021-07-23T04:00:00,37917000.0,38030000.0,37886000.0,38030000.0,1168609755.97841,30.79766261
2713,KRW-BTC,2021-07-23T05:00:00,38035000.0,38037000.0,37899000.0,37968000.0,1600164639.26657,42.14740047
2714,KRW-BTC,2021-07-23T06:00:00,37924000.0,38139000.0,37815000.0,37840000.0,3066439410.08769,80.7844164
2715,KRW-BTC,2021-07-23T07:00:00,37840000.0,37928000.0,37780000.0,37875000.0,3176091694.32674,83.88911395
2716,KRW-BTC,2021-07-23T08:00:00,37875000.0,37992000.0,37834000.0,37925000.0,4332869480.61913,114.23470849
2717,KRW-BTC,2021-07-23T09:00:00,37922000.0,38048000.0,37801000.0,37939000.0,9393217183.68153,247.73666814
2718,KRW-BTC,2021-07-23T10:00:00,37939000.0,38405000.0,37904000.0,38401000.0,12217034755.71533,320.08271423
2719,KRW-BTC,2021-07-23T11:00:00,38400000.0,38419000.0,38128000.0,38190000.0,9636158986.18719,251.93605493
2720,KRW-BTC,2021-07-23T12:00:00,38190000.0,38228000.0,38040000.0,38182000.0,6306327751.08561,165.25763903
2721,KRW-BTC,2021-07-23T13:00:00,38182000.0,38258000.0,38151000.0,38182000.0,7077903437.75101,185.27966449
2722,KRW-BTC,2021-07-23T14:00:00,38182000.0,38469000.0,38168000.0,38222000.0,10137100090.34188,264.73735227
2723,KRW-BTC,2021-07-23T15:00:00,38200000.0,38222000.0,38100000.0,38190000.0,7364810603.22073,192.97183166
2724,KRW-BTC,2021-07-23T16:00:00,38190000.0,38229000.0,38056000.0,38079000.0,6399916949.36766,167.77139137
2725,KRW-BTC,2021-07-23T17:00:00,38102000.0,38144000.0,37890000.0,37900000.0,8460410227.88697,222.41242599
2726,KRW-BTC,2021-07-23T18:00:00,37899000.0,38079000.0,37850000.0,37970000.0,7184577724.14278,189.17384964
2727,KRW-BTC,2021-07-23T19:00:00,37970000.0,38000000.0,37810000.0,37962000.0,6627098639.91929,174.85790332
2728,KRW-BTC,2021-07-23T20:00:00,37950000.0,38069000.0,37920000.0,37963000.0,4040548485.37796,106.30542399
2729,KRW-BTC,2021-07-23T21:00:00,37964000.0,38054000.0,37900000.0,38043000.0,6524443679.90041,171.7993784
2730,KRW-BTC,2021-07-23T22:00:00,38043000.0,38200000.0,38000000.0,38176000.0,5271564422.27284,138.44183018
2731,KRW-BTC,2021-07-23T23:00:00,38176000.0,38246000.0,38030000.0,38096000.0,5040973870.61269,132.13107483
2732,KRW-BTC,2021-07-24T00:00:00,38096000.0,38099000.0,37942000.0,37993000.0,3270986945.50835,86.04387462
2733,KRW-BTC,2021-07-24T01:00:00,37965000.0,38000000.0,37824000.0,37887000.0,9029804913.38994,238.12030427
2734,KRW-BTC,2021-07-24T02:00:00,37888000.0,37903000.0,37790000.0,37881000.0,2903961405.10325,76.75129182
2735,KRW-BTC,2021-07-24T03:00:00,37880000.0,37957000.0,37819000.0,37865000.0,1995317395.15596,52.66641223
2736,KRW-BTC,2021-07-24T04:00:00,37842000.0,37999000.0,37840000.0,37955000.0,1157945501.32524,30.56779719
2737,KRW-BTC,2021-07-24T05:00:00,37991000.0,38025000.0,37835000.0,37998000.0,5239005679.91871,138.08488178
2738,KRW-BTC,2021-07-24T06:00:00,37974000.0,38246000.0,37929000.0,38229000.0,4360856367.81591,114.44825209
2739,KRW-BTC,2021-07-24T07:00:00,38185000.0,38777000.0,38152000.0,38597000.0,17777014084.71372,461.61458935
2740,KRW-BTC,2021-07-24T08:00:00,38597000.0,39113000.0,38582000.0,39108000.0,19227385974.79124,494.83968549
2741,KRW-BTC,2021-07-24T09:00:00,39113000.0,39485000.0,38919000.0,39239000.0,30269212095.97169,772.46572035
2742,KRW-BTC,2021-07-24T10:00:00,39214000.0,39275000.0,38951000.0,39203000.0,15118956469.68264,386.84424359
2743,KRW-BTC,2021-07-24T11:00:00,39200000.0,39410000.0,39197000.0,39306000.0,7582521168.67734,193.04664415
2744,KRW-BTC,2021-07-24T12:00:00,39299000.0,39306000.0,39065000.0,39222000.0,5952588202.44124,152.00409677
2745,KRW-BTC,2021-07-24T13:00:00,39203000.0,39420000.0,39121000.0,39310000.0,7456049019.83578,189.9396161
2746,KRW-BTC,2021-07-24T14:00:00,39310000.0,39451000.0,39235000.0,39436000.0,5816173038.81201,147.8526589
2747,KRW-BTC,2021-07-24T15:00:00,39436000.0,39649000.0,39402000.0,39640000.0,9463849468.05189,239.44754831
2748,KRW-BTC,2021-07-24T16:00:00,39641000.0,39675000.0,39425000.0,39520000.0,7927955650.28728,200.48069097
2749,KRW-BTC,2021-07-24T17:00:00,39520000.0,39534000.0,39298000.0,39390000.0,7869939525.854,199.70993463
2750,KRW-BTC,2021-07-24T18:00:00,39372000.0,39538000.0,39251000.0,39530000.0,4931678638.18693,125.20946869
2751,KRW-BTC,2021-07-24T19:00:00,39530000.0,39658000.0,39454000.0,39650000.0,13065025003.04163,330.18339362
2752,KRW-BTC,2021-07-24T20:00:00,39628000.0,39850000.0,39464000.0,39639000.0,9942927475.97405,250.72889845
2753,KRW-BTC,2021-07-24T21:00:00,39638000.0,39643000.0,39540000.0,39597000.0,4310511247.9084,108.90076027
2754,KRW-BTC,2021-07-24T22:00:00,39595000.0,39661000.0,39463000.0,39490000.0,5062696643.81573,127.96054585
2755,KRW-BTC,2021-07-24T23:00:00,39490000.0,39521000.0,39400000.0,39502000.0,4963669048.06178,125.76031133
2756,KRW-BTC,2021-07-25T00:00:00,39502000.0,39698000.0,39501000.0,39688000.0,8219961721.6552,207.51782608
2757,KRW-BTC,2021-07-25T01:00:00,39681000.0,40150000.0,39582000.0,40150000.0,13624571533.00865,341.28165277
2758,KRW-BTC,2021-07-25T02:00:00,40146000.0,40240000.0,39911000.0,40029000.0,8299796943.00664,206.93956018
2759,KRW-BTC,2021-07-25T03:00:00,40011000.0,40205000.0,40011000.0,40067000.0,2680730917.00829,66.82664812
2760,KRW-BTC,2021-07-25T04:00:00,40033000.0,40067000.0,39602000.0,39825000.0,4620348332.11713,115.94615637
2761,KRW-BTC,2021-07-25T05:00:00,39784000.0,39934000.0,39638000.0,39879000.0,5139377074.0423,129.03587226
2762,KRW-BTC,2021-07-25T06:00:00,39854000.0,40098000.0,39820000.0,40039000.0,3630255064.09708,90.88261772
2763,KRW-BTC,2021-07-25T07:00:00,40029000.0,40064000.0,39843000.0,39956000.0,4025128805.34777,100.76378606
2764,KRW-BTC,2021-07-25T08:00:00,39955000.0,40150000.0,39913000.0,40112000.0,6379241891.24039,159.38928985
2765,KRW-BTC,2021-07-25T09:00:00,40076000.0,40320000.0,39547000.0,39890000.0,19901460257.67677,498.08582981
2766,KRW-BTC,2021-07-25T10:00:00,39861000.0,39970000.0,39590000.0,39631000.0,10582513397.27958,266.09947436
2767,KRW-BTC,2021-07-25T11:00:00,39631000.0,39980000.0,39624000.0,39973000.0,6884307537.5547,172.74036651
2768,KRW-BTC,2021-07-25T12:00:00,39973000.0,40200000.0,39973000.0,40000000.0,7805810667.31879,194.71850718
2769,KRW-BTC,2021-07-25T13:00:00,39989000.0,40215000.0,39900000.0,40121000.0,7776101441.50818,193.94130128
2770,KRW-BTC,2021-07-25T14:00:00,40152000.0,40300000.0,40004000.0,40090000.0,7480970791.46206,186.35070251
2771,KRW-BTC,2021-07-25T15:00:00,40090000.0,40244000.0,40048000.0,40197000.0,6287158118.44125,156.54923029
2772,KRW-BTC,2021-07-25T16:00:00,40197000.0,40543000.0,40192000.0,40436000.0,11515179657.45672,284.91804169
2773,KRW-BTC,2021-07-25T17:00:00,40436000.0,40484000.0,40205000.0,40249000.0,6977162852.54582,172.87376109
2774,KRW-BTC,2021-07-25T18:00:00,40246000.0,40353000.0,40039000.0,40181000.0,9457190275.24101,235.54734601
2775,KRW-BTC,2021-07-25T19:00:00,40181000.0,40293000.0,40002000.0,40111000.0,5768054041.98715,143.69360714
2776,KRW-BTC,2021-07-25T20:00:00,40109000.0,40233000.0,40070000.0,40148000.0,3645736546.74933,90.81288529
2777,KRW-BTC,2021-07-25T21:00:00,40157000.0,40169000.0,39993000.0,40074000.0,5144190605.67,128.45114407
2778,KRW-BTC,2021-07-25T22:00:00,40074000.0,40111000.0,39744000.0,39998000.0,16325913302.21221,408.67299845
2779,KRW-BTC,2021-07-25T23:00:00,39991000.0,39998000.0,39630000.0,39805000.0,12944313718.44285,325.46632051
2780,KRW-BTC,2021-07-26T00:00:00,39802000.0,39980000.0,39710000.0,39873000.0,5073994398.05098,127.27781953
2781,KRW-BTC,2021-07-26T01:00:00,39873000.0,39975000.0,39819000.0,39914000.0,2740870729.94029,68.73127775
2782,KRW-BTC,2021-07-26T02:00:00,39915000.0,40136000.0,39890000.0,40124000.0,2350951269.27262,58.70807332
2783,KRW-BTC,2021-07-26T03:00:00,40124000.0,40136000.0,40017000.0,40066000.0,1019234883.4506,25.42286284
2784,KRW-BTC,2021-07-26T04:00:00,40066000.0,40250000.0,39922000.0,40107000.0,2072210191.90545,51.65330064
2785,KRW-BTC,2021-07-26T05:00:00,40036000.0,40196000.0,40015000.0,40098000.0,2160046990.2005,53.88474771
2786,KRW-BTC,2021-07-26T06:00:00,40057000.0,40275000.0,40034000.0,40240000.0,3511348124.69027,87.3923118
2787,KRW-BTC,2021-07-26T07:00:00,40247000.0,40366000.0,40145000.0,40366000.0,5161699738.35997,128.25166086
2788,KRW-BTC,2021-07-26T08:00:00,40361000.0,41110000.0,40300000.0,41070000.0,28057120081.9812,688.18189018
2789,KRW-BTC,2021-07-26T09:00:00,41054000.0,42652000.0,40864000.0,42622000.0,48546325873.01995,1166.74409189
2790,KRW-BTC,2021-07-26T10:00:00,42625000.0,45604000.0,42622000.0,44336000.0,176215595017.92282,3972.09152924
2791,KRW-BTC,2021-07-26T11:00:00,44336000.0,44550000.0,43750000.0,44110000.0,41480689065.30483,938.21686206
2792,KRW-BTC,2021-07-26T12:00:00,44110000.0,44492000.0,44055000.0,44354000.0,23572707367.3613,532.96786592
2793,KRW-BTC,2021-07-26T13:00:00,44357000.0,44750000.0,44300000.0,44390000.0,23022456423.46231,517.41208311
2794,KRW-BTC,2021-07-26T14:00:00,44390000.0,44750000.0,44311000.0,44669000.0,15589883009.38034,350.03382083
2795,KRW-BTC,2021-07-26T15:00:00,44668000.0,45450000.0,44636000.0,44871000.0,43370388370.59123,962.4963244
2796,KRW-BTC,2021-07-26T16:00:00,44867000.0,45121000.0,44003000.0,44240000.0,27335107885.99603,613.53394238
2797,KRW-BTC,2021-07-26T17:00:00,44231000.0,44449000.0,43866000.0,44366000.0,23277416261.54325,526.94243827
2798,KRW-BTC,2021-07-26T18:00:00,44360000.0,44600000.0,44216000.0,44380000.0,15322162752.76197,344.61448552
2799,KRW-BTC,2021-07-26T19:00:00,44378000.0,44931000.0,44296000.0,44908000.0,14782531715.2582,331.85379351
2800,KRW-BTC,2021-07-26T20:00:00,44908000.0,44982000.0,44439000.0,44635000.0,16709203398.5083,373.76717703
2801,KRW-BTC,2021-07-26T21:00:00,44635000.0,45058000.0,44394000.0,44943000.0,18755160608.27848,418.49383709
2802,KRW-BTC,2021-07-26T22:00:00,44944000.0,44947000.0,44212000.0,44624000.0,22082090638.55932,495.97395057
2803,KRW-BTC,2021-07-26T23:00:00,44624000.0,44874000.0,44550000.0,44664000.0,10912047952.91285,244.10002207
2804,KRW-BTC,2021-07-27T00:00:00,44664000.0,45000000.0,44553000.0,44890000.0,8213511537.09071,183.35337035
2805,KRW-BTC,2021-07-27T01:00:00,44844000.0,45988000.0,44817000.0,45245000.0,45756678525.48953,1007.04162028
2806,KRW-BTC,2021-07-27T02:00:00,45245000.0,45585000.0,45050000.0,45381000.0,31127946041.22118,687.8985194
2807,KRW-BTC,2021-07-27T03:00:00,45381000.0,46305000.0,45355000.0,46030000.0,17416558917.90169,378.88105721
2808,KRW-BTC,2021-07-27T04:00:00,46030000.0,46800000.0,45600000.0,45800000.0,24881877041.88694,536.98038527
2809,KRW-BTC,2021-07-27T05:00:00,45808000.0,45983000.0,43751000.0,44024000.0,50520138524.95176,1132.839104
2810,KRW-BTC,2021-07-27T06:00:00,44024000.0,44100000.0,42865000.0,43092000.0,45389087403.4328,1043.4402705
2811,KRW-BTC,2021-07-27T07:00:00,43092000.0,43685000.0,42845000.0,43628000.0,31556428943.56401,730.03154144
2812,KRW-BTC,2021-07-27T08:00:00,43609000.0,43791000.0,43000000.0,43001000.0,27573472212.99916,635.24642869
2813,KRW-BTC,2021-07-27T09:00:00,43021000.0,43519000.0,42851000.0,43370000.0,40461364698.38069,938.02791739
2814,KRW-BTC,2021-07-27T10:00:00,43350000.0,43420000.0,42403000.0,42623000.0,34117165639.6841,797.95249398
2815,KRW-BTC,2021-07-27T11:00:00,42623000.0,42880000.0,42135000.0,42193000.0,22127894870.20409,519.95184713
2816,KRW-BTC,2021-07-27T12:00:00,42193000.0,42780000.0,42050000.0,42649000.0,19640230134.41571,463.95540589
2817,KRW-BTC,2021-07-27T13:00:00,42646000.0,43075000.0,42500000.0,42997000.0,15747518747.19681,367.45046521
2818,KRW-BTC,2021-07-27T14:00:00,42997000.0,43189000.0,42850000.0,43120000.0,13297563493.94222,308.88313962
2819,KRW-BTC,2021-07-27T15:00:00,43120000.0,43300000.0,42820000.0,42967000.0,13233050113.0495,307.13857672
2820,KRW-BTC,2021-07-27T16:00:00,42967000.0,43140000.0,42885000.0,43012000.0,10724220010.26926,249.40612847
2821,KRW-BTC,2021-07-27T17:00:00,43012000.0,43266000.0,42877000.0,43046000.0,10161507862.55422,235.6514045
2822,KRW-BTC,2021-07-27T18:00:00,43082000.0,43392000.0,42954000.0,43296000.0,13272417136.28048,307.66447063
2823,KRW-BTC,2021-07-27T19:00:00,43235000.0,43588000.0,43076000.0,43529000.0,10520273160.63936,242.73814977
2824,KRW-BTC,2021-07-27T20:00:00,43495000.0,44025000.0,43380000.0,43960000.0,17769440566.20436,406.77078353
2825,KRW-BTC,2021-07-27T21:00:00,43965000.0,44385000.0,43528000.0,44239000.0,29783217976.15291,676.07702649
2826,KRW-BTC,2021-07-27T22:00:00,44239000.0,44777000.0,44102000.0,44295000.0,32364052640.48498,728.48358624
2827,KRW-BTC,2021-07-27T23:00:00,44295000.0,44368000.0,43622000.0,43911000.0,46627297309.66265,1062.43689891
2828,KRW-BTC,2021-07-28T00:00:00,43910000.0,44170000.0,43800000.0,44102000.0,24511623274.43648,556.55613983
2829,KRW-BTC,2021-07-28T01:00:00,44098000.0,44165000.0,43576000.0,43740000.0,13495269126.40743,307.89871864
2830,KRW-BTC,2021-07-28T02:00:00,43716000.0,43859000.0,43596000.0,43856000.0,4985918886.31176,113.89637584
2831,KRW-BTC,2021-07-28T03:00:00,43858000.0,44000000.0,43477000.0,43900000.0,13965730537.51023,319.21374536
